code1,code2,similar
"['from collections import Counter as c\n', 'N = int(input())\n', 'A = list(input().split())\n', 'if c(A).most_common()[0][1] == 1: print(""YES"")\n', 'else: print(""NO"")']","['input()\n', 's = input().split()\n', 'input()\n', 't = input().split()\n', '\n', 'cnt = 0\n', '\n', 'for t1 in t:\n', '    for s1 in s:\n', '        if t1 == s1:\n', '            cnt += 1\n', '            break\n', '\n', 'print(cnt)']",0
"['# coding=utf-8\n', '\n', ""if __name__ == '__main__':\n"", '    N, K = map(int, input().split())\n', '\n', '    sunuke = [0] * N\n', '    #print(sunuke)\n', '\n', '    for i in range(K):\n', '        D = int(input())\n', '        li = list(map(int, input().split()))\n', '\n', '        for j in range(D):\n', '            sunuke[li[j] - 1] += 1\n', '            #print(sunuke)\n', '\n', '    print(sunuke.count(0))\n']","['midScore =[0]*50\n', 'finScore = [0]*50\n', 'reScore = [0]*50\n', 'personNum = 0\n', 'while True:\n', '    m,f,r = map(int,input().split())\n', '    midScore[personNum] = m\n', '    finScore[personNum] = f\n', '    reScore[personNum] = r\n', '    personNum += 1\n', '    if m is f is r is -1:\n', '        break\n', '    \n', '    \n', 'for person in range(personNum):\n', '    totalScore = midScore[person] + finScore[person]\n', '    if midScore[person] is finScore[person] is reScore[person] is -1:\n', '        pass\n', '    elif midScore[person] == -1 or finScore[person] == -1:\n', '        print(""F"")\n', '    elif 80<=totalScore:\n', '        print(""A"")\n', '    elif 65<=totalScore<80:\n', '        print(""B"")\n', '    elif 50<=totalScore<65:\n', '        print(""C"")\n', '    elif 30<=totalScore<50:\n', '        if 50<=reScore[person]:\n', '            print(""C"")\n', '        else:\n', '            print(""D"")\n', '    elif totalScore<30:\n', '        print(""F"")\n']",0
"['\n', '\n', 'm = 0\n', 'while m == 0:\n', '    n, x = map(int,raw_input().split())\n', '    count = 0    \n', '    if n == 0 and x == 0:\n', '        break\n', '    for i in xrange(1,n+1):\n', '        for j in xrange(1,n+1):\n', '            for k in xrange(1,n+1):\n', '                ans = i + j + k\n', '                if ans == x and i != j and j != k and k != i:\n', '                    count = count + 1\n', '    print count / 6']","['total_sec = int(input())\n', 'h = int(total_sec / 3600)\n', 'last_seconds = total_sec % 3600\n', 'm = int(last_seconds / 60)\n', 's = last_seconds % 60\n', ""print(f'{h}:{m}:{s}')\n"", '\n']",0
"['n = int(input())\n', 'a = list(map(int,input().split()))\n', '\n', '# i個使う時の要素の和の最大値\n', 'dp = [0]*(n+1)\n', 'dp[1] = 0\n', 'dp[2] = max(a[0],a[1])\n', '\n', '# 奇数の番号の累積和\n', 'b = [0]*(n+1)\n', 'b[1] = a[0]\n', 'for i in range(1,n-1,2):\n', '    b[i+2] = b[i] + a[i+1]\n', '# print(b)\n', '\n', 'for i in range(3,n+1):\n', '    if i % 2 == 0:\n', '        dp[i] = max(dp[i-2] + a[i-1], b[i-1])\n', '    else:\n', '        dp[i] = max(dp[i-2] + a[i-1], dp[i-3] + a[i-2], b[i-2])\n', '\n', '# print(dp)\n', 'print(dp[n])']","['N = list(map(int, input()))\n', 'if N[0] == 7 or N[1] == 7 or N[2] == 7:\n', ""  print('Yes')\n"", 'else:\n', ""  print('No')""]",0
"['N = int(input())\n', 'A = []\n', 'XY = []\n', 'for i in range(N):\n', '    a = int(input())\n', '    A.append(a)\n', '    xy = [list(map(int,input().split())) for j in range(a)]\n', '    XY.append(xy)\n', 'ans = 0\n', 'for i in range(2**N):\n', '    b = [i>>j&1 for j in range(N)]\n', '    f = 0\n', '    for j in range(N):\n', '        if b[j] == 1:\n', '            for k in range(A[j]):\n', '                x = XY[j][k][0] -1\n', '                y = XY[j][k][1]\n', '                if b[x] != y:\n', '                    f = 1\n', '                    break\n', '        if f:\n', '            break\n', '    else:\n', '        ans = max(ans,b.count(1))\n', 'print(ans)']","['import itertools\n', '\n', 'N = int(input())\n', 'cities = [list(map(int, input().split())) for _ in range(N)]\n', 'patterns = itertools.permutations(cities, N)\n', 'result = 0\n', 'count = 0\n', 'for ptn in patterns:\n', '  count += 1\n', '  dis = 0\n', '  for i in range(N-1):\n', '    dis += ((ptn[i][0]-ptn[i+1][0])**2 + (ptn[i][1]-ptn[i+1][1])**2)**0.5\n', '  result += dis\n', 'print(result/count)\n', '\n']",0
"['#! /usr/bin/env python3\n', '\n', 'noOfInputs = int(input())\n', 'for i in range(noOfInputs):\n', '\tnumsInStr = input().split()\n', '\tnums = []\n', '\tfor n in numsInStr:\n', '\t\tnums.append(int(n))\n', '\n', '\tlargest = max(nums)\t\n', '\tnums.remove(max(nums))\n', '\t#print(nums)\n', '\n', '\tif (largest**2 == sum([i**2 for i in nums])):\n', ""\t\tprint('YES')\n"", '\telse:\n', ""\t\tprint('NO')""]","['S, T = input().split()\n', 'print(T + S)']",0
"['r,c,k=map(int,input().split())\n', 'lst=[[0]*(c+1) for i in range(r+1)]\n', 'for i in range(k):\n', '  s,t,u=map(int,input().split())\n', '  lst[s][t]=u\n', '\n', '\n', 'dp1=[[0]*(c+1) for i in range(r+1)]\n', 'dp2=[[0]*(c+1) for i in range(r+1)]\n', 'dp3=[[0]*(c+1) for i in range(r+1)]\n', '\n', 'for i in range(1,r+1):\n', '  for j in range(1,c+1):\n', '    dp1[i][j]=max(dp1[i][j-1],dp1[i-1][j]+lst[i][j],dp2[i-1][j]+lst[i][j],dp3[i-1][j]+lst[i][j])\n', '    dp2[i][j]=max(dp2[i][j-1],dp1[i][j-1]+lst[i][j])\n', '    dp3[i][j]=max(dp3[i][j-1],dp2[i][j-1]+lst[i][j])\n', '\n', 'print(max(dp1[-1][-1],dp2[-1][-1],dp3[-1][-1],0))\n']","['(h,n),*c=[[*map(int,i.split())]for i in open(0)]\n', 'd=[0]*20002\n', 'for i in range(h):d[i]=min(d[i-a]+b for a,b in c)\n', 'print(d[h-1])']",0
"['a = input()\n', ""print('a' if ord(a) >= ord('a') and ord(a)<=ord('z') else 'A')\n""]","['import itertools\n', 'import sys\n', 'sys.setrecursionlimit(10**9)\n', '\n', 'def mi(): return map(int,input().split())\n', 'def ii(): return int(input())\n', 'def isp(): return input().split()\n', 'def deb(text): print(""-------\\n{}\\n-------"".format(text))\n', '\n', '# x1+x2+x3+...xN = X (x>=0) \n', 'def nHk_list(N,X):\n', '    if N == 0: return []\n', '    elif N == 1: return [[X]]\n', '\n', '    border = [i for i in range(X+1)]\n', '    res = []\n', '    for S in itertools.combinations_with_replacement(border, N-1):\n', '        # print(S)\n', '        pre = 0\n', '        sub = []\n', '        for s in S:\n', '            sub.append(s-pre)\n', '            pre = s\n', '        sub.append(X-pre)\n', '        res.append(sub)\n', '    return res\n', '\n', '\n', 'INF=10**20\n', 'def main():\n', '    N=ii()\n', '    alphabet = [""a"",""b"",""c"",""d"",""e"",""f"",""g"",""h"",""i"",""j""]\n', '\n', '    ans = []\n', '    for c in range(1,N+1):\n', '        # print(""___\\nc"",c)\n', '        for X in nHk_list(c,N-c):\n', '            # print(""X:"",X,""c:"",c,""N-c:"",N-c)\n', '            V = []\n', '            for i in range(len(X)):\n', '                x = X[i]\n', '                V.append(list(itertools.product(alphabet[:i+1],repeat=x)))\n', '\n', '            # print(""V"",V)\n', '            U = itertools.product(*V)\n', '            base = alphabet[:c]\n', '            for u in U:\n', '                char = """"\n', '                for i in range(c):\n', '                    char += alphabet[i] + """".join(list(u[i]))\n', '        \n', '                ans.append(char)\n', '        \n', '    \n', '    ans.sort()\n', '    # ans.append("""".join(alphabet[:N]))\n', ""    print(*ans,sep='\\n')\n"", '\n', '            \n', '            \n', '\n', '        \n', '\n', 'if __name__ == ""__main__"":\n', '    main()']",0
"['\n', 'def s0():return input()\n', 'def s1():return input().split()\n', 'def s2(n):return [input() for x in range(n)]\n', 'def s3(n):return [input().split() for _ in range(n)]\n', 'def s4(n):return [[x for x in s] for s in s2(n)]\n', 'def n0():return int(input())\n', 'def n1():return [int(x) for x in input().split()]\n', 'def n2(n):return [int(input()) for _ in range(n)]\n', 'def n3(n):return [[int(x) for x in input().split()] for _ in range(n)]\n', 'def t3(n):return [tuple(int(x) for x in input().split()) for _ in range(n)]\n', 'def p0(b,yes=""Yes"",no=""No""): print(yes if b else no)\n', '# from sys import setrecursionlimit\n', '# setrecursionlimit(1000000)\n', '# from collections import Counter,deque,defaultdict\n', '# import itertools\n', '# import math\n', '# import networkx as nx\n', '# from bisect import bisect_left,bisect_right\n', '# from heapq import heapify,heappush,heappop\n', 'a,v=n1()\n', 'b,w=n1()\n', 't=n0()\n', '\n', 'ans=""NO""\n', 'if w<v:\n', '    k=(v-w)*t\n', '    if k>=abs(a-b):\n', '        ans=""YES""\n', 'print(ans)']","['n=int(input())\n', 'a=list(map(str,input().split()))\n', '\n', 'ab=a[:]\n', 'flg=True\n', 'i=0\n', 'while flg:\n', '    flg=False\n', '    for j in range(n-1,i,-1):\n', '        if ab[j][1]<ab[j-1][1]:\n', '            ab[j],ab[j-1]=ab[j-1],ab[j]\n', '            flg=True\n', '    i+=1\n', ""print(' '.join(map(str,ab)))\n"", ""print('Stable')\n"", '\n', 'ac=a[:]\n', 'for i in range(n):\n', '    minj=i\n', '    for j in range(i,n):\n', '        if ac[j][1]<ac[minj][1]:\n', '            j,minj=minj,j\n', '    if i!=minj:\n', '        ac[i],ac[minj]=ac[minj],ac[i]\n', ""print(' '.join(map(str,ac)))\n"", '\n', 'if ab==ac:\n', ""    print('Stable')\n"", 'else:\n', ""    print('Not stable')\n""]",0
"['# -*- coding: utf-8 -*-\n', '\n', 'import math\n', '\n', 'def main():\n', '  N = float(input())\n', '  print(int(math.pow(N,3)))\n', '\n', ""if __name__ == '__main__':\n"", '  main()']","['\n', ""if __name__ == '__main__':\n"", '\ts = input().split()\n', '\tif s[0] < s[1]:\n', '\t\ttmp = s[0]\n', '\t\ts[0] = s[1]\n', '\t\ts[1] = tmp\n', '\twhile True:\n', '\t\tx = int(s[0]) % int(s[1])\n', '\t\tif x==0:\n', '\t\t\tbreak\n', '\t\ts[0] = s[1]\n', '\t\ts[1] = x\n', '\n', '\tprint (s[1])\n', '\n', '\n']",0
"['while 1:\n', '\ta, op, b = input().split()\n', '\ta = int(a)\n', '\tb = int(b)\n', '\n', ""\tif op == '?': break\n"", ""\tif op == '+': print(a + b)\n"", ""\tif op == '-': print(a - b)\n"", ""\tif op == '*': print(a * b)\n"", ""\tif op == '/': print(a // b)""]","['a = list(map(int, input().split()))\n', 'kishou = a[0] * 60 + a[1]\n', 'shuusin = a[2] * 60 + a[3]\n', 'print(shuusin - kishou - a[4])']",0
"['def eq1(A,B,x):\n', '    temp = (A*x)\n', '    temp //= B\n', '    return temp\n', '\n', 'def eq2(A,B,x):\n', '    temp = x//B\n', '    temp = temp*A\n', '    return temp\n', '\n', 'def main():\n', '    A,B,N = map(int,input().split())\n', '\n', '    if B <= N:\n', '        x = B-1\n', '        ans = eq1(A,B,x) - eq2(A,B,x)\n', '        return ans\n', '    else:\n', '        x = N\n', '        ans = eq1(A,B,x) - eq2(A,B,x)\n', '        return ans\n', '\n', 'print(main())\n']","['k = int(input())\n', 's = input()\n', 'a = list(s.split())\n', 'if len(s) <= k:\n', '  print(s)\n', 'elif len(s) > k:\n', ""  print((s[0:k] + '...'))""]",0
"['cc = input().rstrip()\n', ""r = 'a' if ord('a') <= ord(cc) and ord(cc) <= ord('z') else 'A'\n"", 'print(r)\n']","['X = int(input())\n', 'ret = 0\n', 'cur = 0\n', 'while True:\n', '    ret += 1\n', '    cur += X\n', '    if cur % 360 == 0:\n', '        print(ret)\n', '        break\n']",0
"['N,K = map(int,input().split())\n', 'a = list(map(int,input().split()))\n', 'for i in range(1,N-K+1):\n', '    if a[K+i-1]>a[i-1]:\n', '        print(""Yes"")\n', '    else:\n', '        print(""No"")']","['now = int(input())\n', '\n', 'if now >= 30:\n', ""    print('Yes')\n"", 'else:\n', ""    print('No')\n""]",0
"['\n', '# ABC152\n', '\n', 'a, b = map(int, input().split())\n', 'print(min(str(a)*b, str(b)*a))\n']","['a,b=map(int,input().split())\n', '\n', 'if a>b:\n', '    if a%b==0:\n', '        gcd=b\n', '    else:\n', '        p=a\n', '        q=b\n', '        r=p%q\n', '        while r!=0:\n', '            p=q\n', '            q=r\n', '            r=p%q\n', '            if r==0:\n', '            \tgcd=q\n', '            \tbreak\n', 'elif a<b:\n', '    if b%a==0:\n', '    \tgcd=a\n', '    else:\n', '        p=b\n', '        q=a\n', '        r=p%q\n', '        while r!=0:\n', '            p=q\n', '            q=r\n', '            r=p%q\n', '            if r==0:\n', '            \tgcd=q\n', '            \tbreak\n', 'A=a//gcd\n', 'B=b//gcd\n', 'print(A*B*gcd)']",0
"['n, a, b = map(int, input().split())\n', '\n', 'set_num = n // (a + b)\n', 'remain_num = n - (a + b) * set_num\n', '\n', 'print(set_num * a + min(remain_num, a))\n']","['N = int(input())\n', 'cnt = 0\n', 'for a in range(1, N):\n', '    n = (N - 1) // a\n', '    cnt += n\n', '\n', 'print(cnt)\n']",0
"['#!usr/bin/env python3\n', '\n', 'def string_two_numbers_spliter():\n', '    a, b = [int(i) for i in input().split()]\n', '    return a, b\n', '\n', '\n', 'def main():\n', '    a, b = string_two_numbers_spliter()\n', '\n', '    if a < b:\n', ""        print('a < b')\n"", '    elif a > b:\n', ""        print('a > b')\n"", '    else:\n', ""        print('a == b')\n"", '\n', '\n', ""if __name__ == '__main__':\n"", '    main()']","['import math\n', 'a, b, h, m = map(int, input().split())\n', 'c = abs((60*h+m)*0.5 - m*6)\n', 'if c>180:\n', '    c=360-c\n', 'c=(a**2 + b**2 - 2*a*b*math.cos(math.radians(c)))**0.5\n', 'print(c)']",0
